Id,Word,English,Pinyin,Example,Translation,Book,Lesson,Dialog,NW,PN,OofC
4657,弦,"bow string, string of musical instrument, watchspring",xián,小提琴的弦。,the strings of a violin,6,28,1,7,,
4658,美妙,"beautiful, wonderful, splendid",měi miào,百灵鸟的美妙歌声,the melody of a lark,6,28,1,8,,
4659,砍伐,"to hew, to cut down",kǎn fá,森林砍伐率。,rate of deforestation,6,28,1,9,,
4660,平凡,"commonplace, ordinary, mediocre",píng fán,他的一生是十分平凡的。,His life was quite ordinary.,6,28,1,10,,
4661,乐谱,"a musical score, sheet music",yuè pǔ,我演奏不了，因为我把乐谱丢了。,I can't play because I have lost my music.,6,28,1,11,,
4662,赞叹,"to sigh or gasp in admiration, high praise",zàn tàn,游览者赞叹路易斯湖的美景。,The tourists marveled at the Beauty of Lake Louise,6,28,1,12,,
4663,创作,"to create, to produce, to write, creative work, creation",chuàng zuò,她是专业画家，看不起业余画家的创作。,"As a professional painter, she scorn the effort of amateur.",6,28,1,13,,
4664,民间,"among the people, popular, folk, non-governmental",mín jiān,民间艺术包罗甚广。,Folk art covers a wide range.,6,28,1,14,,
4665,精通,proficient,jīng tōng,他精通法语。,He's completely at home in French.,6,28,1,15,,
4666,难能可贵,"rare and precious, valuable, remarkable",nán néng kě guì,能够自立真是难能可贵。,Being independent is quite something.,6,28,1,16,,
4667,应邀,"at sb's invitation, on invitation",yìng yāo,他应邀去日本献艺。,He was asked to demonstrate his talent to Japan.,6,28,1,17,,
4668,钦佩,"to admire, to look up to, to respect sb greatly",qīn pèi,小学生往往很钦佩老师。,Schoolchildren often have/get crushes on teachers.,6,28,1,18,,
4669,演奏,"to play a musical instrument, to perform music",yǎn zòu,他演奏的不和谐音很刺耳。,The discord of his music was hard on the ear.,6,28,1,19,,
4670,豪迈,"bold, open-minded, heroic",háo mài,胆气豪迈,Courageous and undaunted,6,28,1,20,,
4671,旋律,"melody, rhythm",xuán lǜ,歌词，曲调，旋律,"A song, melody, or tune.",6,28,1,21,,
4672,雄伟,"grand, imposing, magnificent, majestic",xióng wěi,阿尔卑斯山脉的雄伟,the grandeur of the Alps,6,28,1,22,,
4673,壮观,"spectacular, magnificent sight",zhuàng guān,日出是个壮观的景象。,The sunrise was a splendid spectacle.,6,28,1,23,,
4674,气势,"imposing manner, loftiness, grandeur",qì shì,相国寺的建筑，金碧辉煌，气势宏伟。,"The monastery is a magnificent, resplendent architectural complex.",6,28,1,24,,
4675,气魄,"spirit, boldness, positive outlook, imposing attitude",qì pò,他是个有气魄的人。,He is a man of courage.,6,28,1,25,,
4676,曲折,"winding, (fig.) complicated",qū zhé,道路曲折地穿过群山。,The road zigzagged through the mountains.,6,28,1,26,,
4677,节奏,"rhythm, tempo, musical pulse, cadence, beat",jié zòu,他的呼吸变得更有节奏了。,His breathing became more rhythmical.,6,28,1,27,,
4678,短促,"short in time, fleeting, brief, gasping (breath), curt (tone of voice)",duǎn cù,人生太短促了。,Life's beastly short.,6,28,1,28,,
4679,波涛,"great waves, billows",bō tāo,海上的波涛越来越狂暴汹涌。,The sea grew wilder and wilder.,6,28,1,29,,
4680,溅,to splash,jiàn,我们被溅了一身泥水。,The car ran away and spattered us with mud and water.,6,28,1,30,,
4681,气概,"lofty quality, mettle, spirit",qì gài,有英雄气概,be cast in a heroic mould,6,28,1,31,,
4682,含义,"meaning (implicit in a phrase), implied meaning, hidden meaning, hint",hán yì,他曲解了这个词的含义。,He wrenched the meaning of the word.,6,28,1,32,,
4683,荒凉,desolate,huāng liáng,极荒凉的地方,an infernally lonely place,6,28,1,33,,
4684,领悟,"to understand, to comprehend",lǐng wù,突然，他领悟了我的计划。,All at once he tumbled to my plan.,6,28,1,34,,
4685,侃侃而谈,to speak frankly with assurance,kǎn kǎn ér tán,王师傅侃侃而谈，博得了大家的喝彩。,Master Wang's few easy and fluent talks won cheers from all the people.,6,28,1,35,,
4686,投机,"to speculate (on financial markets), opportunistic, congenial",tóu jī,他从事股票投机。,He gambles on the stock exchange.,6,28,1,36,,
4687,黎明,"dawn, daybreak",lí míng,黎明就要来临。,Dawn would come at any minute.,6,28,1,37,,
4688,告辞,"to say goodbye, to take one's leave",gào cí,他8点钟告辞离去。,He took his leave at eight.,6,28,1,38,,
4689,黄昏,"dusk, evening, nightfall",huáng hūn,他似乎有可能黄昏前到达。,It seems probable that he will arrive before dusk.,6,28,1,39,,
4690,降临,"to descend, to arrive, to come",jiàng lín,黑暗降临这个地方。,Darkness fell upon the scene.,6,28,1,40,,
4691,沮丧,"dispirited, dejected, dismayed",jǔ sàng,陷入沮丧。,fall into despondency,6,28,1,41,,
4692,变故,"an unforeseen event, accident, misfortune",biàn gù,恐怕有些变故。,Perhaps something unforeseen has happened.,6,28,1,42,,
4693,逝世,"to pass away, to die",shì shì,我们哀悼他的逝世。,We lament (over) his death.,6,28,1,43,,
4694,坟墓,"sepulcher, tomb",fén mù,他们把花圈放在坟墓上。,They put wreaths on the grave.,6,28,1,44,,
4695,不止,"more than, not limited to, incessantly, without end",bù zhǐ,他们不止一次帮助我们度过难关。,More than once they had helped us through hard times.,6,28,1,45,,
4696,粉碎,"to crush, to smash, to shatter",fěn suì,他对着石块把玻璃碗砸得粉碎。,He dashed the glass bowl to bits on a rock.,6,28,1,46,,
4697,向来,always (previously),xiàng lái,我向来就是个书呆子。,I have always been such a book-worm.,6,28,1,47,,
4698,凄凉,desolate,qī liáng,许多农村地区境况凄凉。,Many rural communities are depressed.,6,28,1,48,,
4699,深情厚谊,deep friendship,shēn qíng hòu yì,千山万水也不能阻挡我们的深情厚谊。,Even thousands of mountains and rivers cannot obstruct our close friendship.,6,28,1,49,,
4700,真挚,"sincere, sincerity",zhēn zhì,她是个真挚虔诚的姑娘。,She was a sincerely devout girl.,6,28,1,50,,
4701,纯洁,"pure, clean and honest, to purify",chún jié,她很纯洁、超脱。,She is pure and ethereal.,6,28,1,51,,
4702,正负,positive and negative,zhèng fù,凡事都存在正负二个方面，就是所谓的辩证。,"There are always two sides to a coin, which is the essence of dialectical thinking.",6,28,扩展,,,
4703,批发,"wholesale, bulk trade, distribution",pī fā,这种鞋批发出售通常要便宜得多。,Such shoes usually wholesale for much less.,6,28,扩展,,,
4704,发育,"(body) to develop, to grow",fā yù,营养不良阻碍了孩子的生长发育。,Malnutrition dwarfed the child.,6,28,扩展,,,
4705,纤维,fiber,xiān wéi,囊性纤维性病是一种遗传性,Cystic fibrosis is a hereditary disease.,6,28,扩展,,,
4706,无辜,"innocent, innocence, not guilty (law)",wú gū,他被关进监狱是无辜的。,He had been sent to Prison for no offence.,6,28,扩展,,,
4707,别墅,villa,bié shù,那幢别墅与一个湖相邻。,The villa neighbours upon a lake.,6,28,扩展,,,
4708,撤销,"to repeal, to revoke, (computing) to undo",chè xiāo,他撤销了先前的指令。,He recalled his earlier instructions.,6,28,扩展,,,
4709,摩擦,"friction, to rub, conflict",mó cā,滑轮轴承是无摩擦的。,Pulley bearings are frictionless.,6,28,扩展,,,
4710,溶解,to dissolve,róng jiě,盐和糖均易溶解。,Both salt and sugar dissolve easily.,6,28,扩展,,,
4711,生育,"to bear, to give birth, to grow, to rear",shēng yù,埃丝特不能生育。,Esther could not conceive.,6,28,扩展,,,
4712,监督,"to control, to supervise, to inspect",jiān dū,谁去监督他们？,Who's going to check up on them?,6,28,扩展,,,
4713,附件,"enclosure, attachment (email), appendix",fù jiàn,协议及附件。,the agreement and the documents appended thereto,6,28,扩展,,,
4714,联盟,"alliance, union, coalition",lián méng,西方国家联盟。,the alliance of western nations,6,28,扩展,,,
4715,师范,"teacher-training, pedagogical, normal (school",shī fàn,北京师范大学。,Beijing Normal University,6,28,扩展,,,
4716,备忘录,"memorandum, aide-memoire, memorandum book",bèi wàng lù,我写了份备忘录以确认我们的口头协议。,I wrote a memorandum to confirm our verbal agreement.,6,29,1,1,,
4717,岂有此理,"how can this be so? (idiom); preposterous, ridiculous, absurd",qǐ yǒu cǐ lǐ,我们走吧，真是岂有此理！,"Let's get going, for crying out loud!",6,29,1,2,,
4718,庸俗,"filthy, vulgar, debased",yōng sú,他好奉承拍马，那是种庸俗的品格。,"He is extremely insinuating, but it's a vulgar nature.",6,29,1,3,,
4719,档次,"grade, class, quality, level",dàng cì,高档次产品,High-grade product,6,29,1,4,,
4720,诸位,"(pron) everyone, Ladies and Gentlemen, Sirs",zhū wèi,诸位，我们得加紧努力。,"People, we'll have to work very hard.",6,29,1,5,,
4721,难堪,"hard to take, embarrassed",nán kān,这会使我难堪。,It could embarrass me.,6,29,1,6,,
4722,虚伪,"false, hypocritical, artificial, sham",xū wěi,我们鄙视虚伪的行为。,We disdain a dishonest act.,6,29,1,7,,
4723,违背,"to violate, to be contrary to",wéi bèi,违背良心。,go against one's conscience,6,29,1,8,,
4724,回避,"to avoid, avoidance",huí bì,总统回避减税问题。,The president hedged the question of tax relief.,6,29,1,9,,
4725,岔,"to branch off, to diverge, to change the subject",chà,他们在道路的岔囗处分道而行。,Their paths diverged at the fork in the road.,6,29,1,10,,
4726,聋哑,deaf and dumb,lóng yǎ,聋哑心理学,psychology of the deaf-mute,6,29,1,11,,
4727,画蛇添足,"lit. draw legs on a snake, to ruin by adding sth superfluous",huà shé tiān zú,不要画蛇添足。,Leave well alone.,6,29,1,12,,
4728,机灵,"clever, quick-witted",jī ling,她够机灵地关掉了煤气。,She was intelligent enough to turn off the gas.,6,29,1,13,,
4729,周密,"careful, thorough, meticulous, dense, impenetrable",zhōu mì,我们计划得非常周密。,We had planned very carefully.,6,29,1,14,,
4730,途径,"way, channel",tú jìng,解决这个问题有两种途径。,There are two ways around this problem.,6,29,1,15,,
4731,虚假,"false, phony, pretense",xū jiǎ,他的赞美太虚假。,He was too fulsome in his praise.,6,29,1,16,,
4732,特定,"special, specific, designated, particular",tè dìng,在物理学中，这个词具有特定的意义。,"In physics, the term is used in a very specific sense.",6,29,1,17,,
4733,缘故,"reason, cause",yuán gù,后来为了一点缘故，他们吹了。,Then for some reason they bust up.,6,29,1,18,,
4734,意向,"intention, purpose, intent, inclination, disposition",yì xiàng,求职意向,desired position,6,29,1,19,,
4735,诚挚,"sincere, cordial",chéng zhì,他是我的诚挚的朋友。,He is a wholehearted friend of mine.,6,29,1,20,,
4736,一丝不苟,not one thread loose (idiom); strictly according to the rules,yī sī bù gǒu,做这工作时，你应该做到一丝不苟。,You'll have to make sure that you dot the i's and cross the t's while doing the work.,6,29,1,21,,
4737,倾听,to listen attentively,qīng tīng,听众倾听他的独白。,The audience lapped up his monologue.,6,29,1,22,,
4738,视频,video,shì pín,纯软件视频回放,software-only video playback,6,29,1,23,,
4739,一目了然,obvious at a glance (idiom),yī mù liǎo rán,从塔顶可以俯视全城，一目了然。,You get a good bird's-eye view of the town form the top of the tower.,6,29,1,24,,
4740,预先,"beforehand, in advance",yù xiān,预先决定,determine beforehand,6,29,1,25,,
4741,探测,"to probe, to take readings, to explore, exploration",tàn cè,他们正在探测石油。,They are testing for oil.,6,29,1,27,,
4742,智商,IQ (intelligence quotient),zhì shāng,根据智商培养精英,The IQ Meritocracy By Nicholas Lemann,6,29,1,28,,
4743,提炼,"to extract (ore, minerals etc), to refine, to purify, to process",tí liàn,他们从矿石中提炼出金子。,They refined the gold out of the ore.,6,29,1,29,,
4744,相声,"comic dialog, sketch, crosstalk",xiàng sheng,相声演员,comic dialogist,6,29,1,30,,
4745,座右铭,"motto, maxim",zuò yòu míng,不走回头路，乃智者的座右铭。,It 's a maxim of wise man never to return by the same road he comes .,6,29,1,31,,
4746,通用,"common (use), interchangeable",tōng yòng,英国语言全球通用。,The language of England girdles the globe.,6,29,1,32,,
4747,调节,"to adjust, to regulate, to harmonize, to reconcile (accountancy etc)",tiáo jié,改变自动调温器的调节点,change the setting of a thermostat,6,29,1,33,,
4748,循环,"to cycle, to circulate, circle, loop",xún huán,锻炼促进血液循环。,Exercise stimulates the flow of blood.,6,29,1,34,,
4749,收缩,"to pull back, to shrink, to contract, (physiology) systole",shōu suō,低温使金属收缩。,Metals contract at low temperature.,6,29,1,35,,
4750,氧气,oxygen,yǎng qì,血液在肺中与氧气结合。,Blood is aerated in the lungs.,6,29,1,36,,
4751,桨,"oar, paddle",jiǎng,我们用桨划动小船靠近岸边。,We paddled the little boat closer to shore.,6,29,1,37,,
4752,试验,"experiment, test, experimental",shì yàn,他正在试验治疗肝炎的药。,He is experimenting with drugs to cure hepatitis.,6,29,1,38,,
4753,脂肪,"fat (in the body, in a plant, or in food)",zhī fáng,海豹给人们提供肉和脂肪。,Seals provide people with meat and fat.,6,29,1,39,,
4754,动脉,artery,dòng mài,颈动脉。,the carotid arteries,6,29,1,40,,
4755,实质,"substance, essence",shí zhì,这番议论没有什么实质内容。,There is not much meat in this argument.,6,29,1,41,,
4756,肆无忌惮,"absolutely unrestrained, unbridled, without the slightest scruple",sì wú jì dàn,她撒谎肆无忌惮。,She tells lies without scruple.,6,29,1,42,,
