Id,Traditional,Simplified,English,HSK,HSK 5（二）词语搭配,Img,Txt,Pinyin,Explanation,Example,Example Explanation,Translation,Book,Lesson,Dialog,NW,PN,OofC,Alternative,Grammar Reference,Song Lyrics,Song YouTube,Song Pinyin,Song Translation,Example Pinyin,Length,Character Phrase,Instagram Image Created
4228,城堡,城堡,"castle, rook (chess piece)",6,,FALSE,FALSE,chéng bǎo,城堡，就是车。,此城堡建于古罗马时代。,也就是说，这座城堡可追溯到古罗马时代。,The castle dates back to the ancient Rome days.,6,21,扩展,,,,,,,,,,cǐ chéngbǎo jiàn yú gǔ Luómǎ shídài,2,,
4229,棍棒,棍棒,"club, staff, stick",6,,FALSE,FALSE,gùn bàng,棍棒，就是俱乐部、员工、员工。,用鞭子或棍棒猛烈地打。,也就是说，用鞭子或棍子狠狠地打。,beat severely with a whip or rod.,6,21,扩展,,,,,,,,,,yòng biānzi huò gùnbàng měngliè dì dǎ,2,,
4230,爐灶,炉灶,stove,6,,FALSE,FALSE,lú zào,炉灶，就是火炉。,炉灶因热而发红光。,也就是说，炉子受热。,The oven glows with heat.,6,21,扩展,,,,,,,,,,lúzào yīn rè ér fāhóng guāng,2,,
4231,喇叭,喇叭,"horn (automobile etc), loudspeaker",6,,FALSE,FALSE,lǎ ba,喇叭，就是喇叭、扬声器。,喇叭发出嘟嘟声。,也就是说，喇叭（向前）发出刺耳的响声。,The trumpet blared (forth).,6,21,扩展,,,,,,,,,,lǎba fāchū dū dū shēng,2,,
4232,堤壩,堤坝,dam,6,,FALSE,FALSE,dī bà,堤坝，就是水坝。,河水冲断了堤坝。,也就是说，这条河决堤了。,The river broke its banks.,6,21,扩展,,,,,,,,,,héshuǐ chōng duàn le dībà,2,,
4233,園林,园林,"gardens, park, landscape garden",6,,FALSE,FALSE,yuán lín,园林，就是花园、公园、景观花园。,苏州园林,也就是“苏州传统园林”。,Suzhou traditional garden,6,21,扩展,,,,,,,,,,Sūzhōu yuánlín,2,,
4234,涮,涮,"to rinse, to instant-boil (as in hotpot)",6,,FALSE,FALSE,shuàn,涮，就是冲洗，煮沸。,涮牛肉,也就是“涮牛肉即煮牛肉即煮羊肉”。,scoured beef | instant beef boiled | instant boiled mutton,6,21,扩展,,,,,,,,,,shuàn niúròu,1,,
4235,堵塞,堵塞,"to block, to stop, blockage",6,,FALSE,FALSE,dǔ sè,堵塞，就是阻塞，停止，阻塞。,管道堵塞了。,There's a blockage in the pipe.,There's a blockage in the pipe.,6,22,1,1,,,,,,,,,guǎndào dǔsè le,2,,
4236,滯留,滞留,"to detain, retention",6,,FALSE,FALSE,zhì liú,滞留，就是扣留、保留。,他现在正滞留纽约。,也就是说，他正在纽约访问。,He is visiting in New York.,6,22,1,2,,,,,,,,,tā xiànzài zhèng zhìliú Niǔyuē,2,,
4237,折磨,折磨,"to persecute, to torment",6,,FALSE,FALSE,zhé mó,折磨，就是迫害，折磨。,他为噩梦所折磨。,也就是说，他在做噩梦。,He is troubled with nightmare.,6,22,1,3,,,,,,,,,tā wéi èmèng suǒ zhémó,2,,
4238,翼,翼,wing,6,,FALSE,FALSE,yì,翼，就是 wing。,那只鸟鼓翼向河的上游飞去。,也就是说，那只鸟向上游拍打。,The bird flapped (its way) up the stream.,6,22,1,4,,,,,,,,,nà zhǐ niǎo gǔ yì xiàng hé de shàngyóu fēi qù,1,,
4239,擔保,担保,"to guarantee, to vouch for",6,,FALSE,FALSE,dān bǎo,担保，就是 to guarantee。,我可以担保那是确实的。,也就是说，我会为此保释的。,I'll go bail for that.,6,22,1,5,,,,,,,,,wǒ kěyǐ dānbǎo nàshi quèshí de,2,,
4240,大體,大体,"in general, more or less, in rough terms",6,,TRUE,TRUE,dà tǐ,大体，就是 in general。,这种说法只是大体上正确。,就是说，这么说虽然大概是对的，可是里面的细节不一定正确。,This statement is true only on the average.,6,22,1,6,,,,,,,,,zhèzhǒng shuōfa zhǐshì dàtǐshàng zhèngquè,2,,
4241,勾畫,勾画,"to sketch out, to delineate",outside,,FALSE,FALSE,gōu huà,,,,,6,22,1,7,,Outside HSK,,,,,,,,2,,
4242,輪廓,轮廓,"an outline, silhouette",6,,FALSE,FALSE,lún kuò,轮廓，就是轮廓、轮廓。,天空衬托出摩天大楼的轮廓。,Sky scrapers were outlined against the sky.,Sky scrapers were outlined against the sky.,6,22,1,8,,,,,,,,,tiānkōng chèntuō chū mótiāndàlóu de lúnkuò,2,,
4243,指責,指责,"to criticize, to find fault with, to denounce",6,,FALSE,FALSE,zhǐ zé,指责，就是批评，指责。,他指责老板不守信。,也就是说，他指责他的老板食言。,He accused his boss of having broken his word.,6,22,1,9,,,,,,,,,tā zhǐzé lǎobǎn bù shǒuxìn,2,,
4244,融化,融化,"to melt, to thaw, to dissolve, to blend into, to combine, to fuse",6,,FALSE,FALSE,róng huà,融化，就是溶解，混合，结合，融合。,热可使冰融化。,也就是说，热可以溶解冰。,Heat can dissolve ice.,6,22,1,10,,,,,想要和你融化在一起,https://youtu.be/87VUC4J_0Ps?t=35,,,rè kě shǐ bīng rónghuà,2,,
4245,石油,石油,"oil, petroleum",6,,FALSE,FALSE,shí yóu,石油，就是石油、石油。,画家用石油溶剂稀释油料。,也就是说，画家用白酒把油漆稀释。,The painter thinned the paint down with white spirit.,6,22,1,11,,,,,,,,,huà jiāyòng shíyóu róngjì xīshì yóuliào,2,,
4246,事故,事故,accident,6,,FALSE,FALSE,shì gù,事故，就是意外。,一次不可避免的事故,也就是“不可避免的事故”。,an unavoidable accident,6,22,1,12,,,,,,,,,yīcì bùkěbìmiǎn de shìgù,2,,
4247,割,割,"to cut, to cut apart",6,,FALSE,FALSE,gē,割，就是切割。,该是割稻子的时候了。,也就是说，是时候切米了。,It is time to cut the rice.,6,22,1,13,,,,,,,,,gāi shì gē dàozi de shíhou le,1,,
4248,優勝劣汰,优胜劣汰,"winning, superiorplan, strategy, outline, summary, slightly, rather",6,,FALSE,FALSE,yōu shèng liè tài,优胜劣汰，就是获胜，上级计划，战略，大纲，总结，稍微。,优胜劣汰机制。,,Mechanism for selecting the superior and eliminating,6,22,1,14,,,,,,,,,yōushèngliètài jīzhì,4,,
4249,皆,皆,"all, each and every, in all cases",6,,FALSE,FALSE,jiē,皆，就是在所有情况下，每一个。,人皆有过。,也就是说，人人都有缺点。,Every man hath [has] his faults.,6,22,1,15,,,,,,,,,rén jiē yǒu guò,1,,
4250,明智,明智,"sensible, wise, judicious, sagacious",6,,FALSE,FALSE,míng zhì,明智，就是明智、明智、明智、睿智。,饭后立刻洗澡是不明智的。,也就是说，饭后立即洗澡是不明智的。,It is unwise to bathe immediately after a meal.,6,22,1,16,,,,,,,,,fàn hòu lìkè xǐzǎo shì bùmíng zhì de,2,,
4251,出路,出路,a way out (of a difficulty etc),6,,FALSE,FALSE,chū lù,出路，就是 a way out。,出路是一定能够找到的。,也就是说，一定会找到出路的。,A way out is sure to be found.,6,22,1,17,,,,,,,,,chūlù shì yīdìng nénggòu zhǎodào de,2,,
4252,規範,规范,"norm, standard, specification, regulation, rule, within the rules",6,,FALSE,FALSE,guī fàn,规范，就是规范、标准、规范、规定、规则，在规则内。,行为的规范,也就是“行为规范”。,regulation of conduct,6,22,1,18,,,,,,,,,xíngwéi de guīfàn,2,,
4253,謀求,谋求,"to seek, to strive for",6,,FALSE,FALSE,móu qiú,谋求，就是去寻找，去争取。,必须谋求合理的平衡。,也就是说，必须找到合理的平衡。,A reasonable balance must be found.,6,22,1,19,,,,,,,,,bìxū móuqiú hélǐ de pínghéng,2,,
4254,干預,干预,"to meddle, to intervene, intervention",6,,FALSE,FALSE,gān yù,干预，就是 to meddle。,他不想干预任何人的事。,也就是说，他不想干涉任何人的生意。,He didn't want to barge into any one's business.,6,22,1,20,,,,,,,,,tā bùxiǎng gānyù rènhé rén de shì,2,,
4255,平坦,平坦,"level, even, smooth, flat",6,,FALSE,FALSE,píng tǎn,平坦，就是水平、均匀、光滑、平坦。,过了树林，地面就平坦起来了。,也就是说，地面在树林外变平了。,The ground levels off beyond the woods.,6,22,1,21,,,,,,,,,guò le shùlín dìmiàn jiù píngtǎn qilai le,2,,
4256,奔馳,奔驰,"to speed, to gallop",6,,FALSE,FALSE,bēn chí,奔驰，就是加速，飞驰。,火车在两条钢轨上奔驰。,也就是说，火车在两条铁轨上行驶。,Trains run on two rails.,6,22,1,22,,,,,,,,,huǒchē zài liǎng tiáo gāngguǐ shàng bēnchí,2,,
4257,試圖,试图,"to attempt, to try",6,,FALSE,FALSE,shì tú,试图，就是尝试。,他并没有试图拦阻她。,也就是说，他没有试图阻止她。,He did not try to hinder her.,6,22,1,23,,,,,,,,,tā bìng méiyǒu shìtú lánzǔ tā,2,,
4258,引導,引导,"to guide, to lead (around), to conduct, to boot, introduction, primer",6,,FALSE,FALSE,yǐn dǎo,引导，就是引导、引导、引导、引导、介绍、底漆。,他是我们的向导，一路引导得很好。,也就是说，他是我们的向导，一路上指挥得很好。,He was our guide and directed well all the way.,6,22,1,24,,,,,,,,,tā shì wǒmen de xiàngdǎo yīlù yǐndǎo dehěn hǎo,2,,
4259,串,串,"to string together, a string",6,,FALSE,FALSE,chuàn,串，就是串在一起，串。,这些女孩正在串珍珠。,也就是说，这些女孩在串珍珠。,These girls are stringing pearls.,6,22,1,25,,,,,,,,,zhèxiē nǚhái zhèngzài chuàn zhēnzhū,1,,
4260,珍珠,珍珠,pearl,6,,FALSE,FALSE,zhēn zhū,珍珠，就是 pearl。,欲寻珍珠就要潜到水底。,也就是说，想寻找珍珠的人必须潜到水下。,He who would search for pearls must dive below.,6,22,1,26,,,,,,,,,yù xún zhēnzhū jiùyào qián dào shuǐdǐ,2,,
4261,效益,效益,"benefit, effectiveness, efficiency",6,,FALSE,FALSE,xiào yì,效益，就是效益、效益、效率。,成本效益分析。,,cost - efficiency analysis,6,22,1,27,,,,,,,,,chéngběn xiàoyì fēnxī,2,,
4262,抵達,抵达,"to arrive, to reach (a destination)",6,,FALSE,FALSE,dǐ dá,抵达，就是到达。,我估计正午抵达德里。,也就是说，我估计中午到德里。,I reckon to arrive in Delhi at noon.,6,22,1,28,,,,,,,,,wǒ gūjì zhèngwǔ dǐdá Délǐ,2,,
4263,終點,终点,"the end, end point, finishing line (in a race), destination, terminus",6,,FALSE,FALSE,zhōng diǎn,终点，就是终点、终点、终点、终点、终点。,广州在铁路的终点。,也就是说，广州在铁路的尽头。,Guangzhou is at the end of the railway line.,6,22,1,29,,,,,,,,,Guǎngzhōu zài tiělù de zhōngdiǎn,2,,
4264,配備,配备,"to allocate, to provide, to outfit with",6,,FALSE,FALSE,pèi bèi,配备，就是分配、提供、装备。,强盗有步枪配备。,也就是说，强盗手持步枪。,The robber was armed with a rifle.,6,22,1,30,,,,,,,,,qiángdào yǒu bùqiāng pèibèi,2,,
4265,停泊,停泊,"to anchor, anchorage, mooring (of a ship)",6,,FALSE,FALSE,tíng bó,停泊，就是锚定。,刮大风时船只停泊在港内。,也就是说，大风中，船停在港口里。,During the gale the ships stayed in the harbor.,6,22,1,31,,,,,,,,,guā dàfēng shí chuánzhī tíngbó zài gǎng nèi,2,,
4266,力求,力求,"to make every effort to, striving to do one's best",6,,FALSE,FALSE,lì qiú,力求，就是竭尽全力，尽力而为。,力求登上山顶。,也就是“努力登上山顶”。,make a strenuous attempt to reach the top of the mountain,6,22,1,32,,,,,,,,,lìqiú dēngshàng shāndǐng,2,,
4267,丙,丙,third of the ten Heavenly Stems,6,,FALSE,FALSE,bǐng,丙，就是十根天干中的三分之一。,丙：多谢。,也就是说，C：非常感谢。,C: Thank you very much.,6,22,1,33,,,,,,,,,bǐng： duōxiè,1,,
4268,融合,融合,"a mixture, an amalgam, fusion, welding together",outside,,FALSE,FALSE,róng hé,,,,,6,22,1,34,,Outside HSK,,,,,,,,2,,
4269,引擎,引擎,engine (loanword),6,,FALSE,FALSE,yǐn qíng,引擎，就是 engine。,汽车引擎,也就是“汽车发动机”。,an automobile engine,6,22,1,35,,,,,,,,,qìchē yǐnqíng,2,,
4270,行列,行列,"ranks, procession",6,,FALSE,FALSE,háng liè,行列，就是队伍。,他跻身法国最优秀剧作家的行列。,也就是说，他是法国最好的剧作家之一。,He numbers among the best French playwrights.,6,22,1,36,,,,,,,,,tā jīshēn Fǎguó zuì yōuxiù jù zuò jiāde hángliè,2,,
4271,潮流,潮流,"tide, current, trend",6,,FALSE,FALSE,cháo liú,潮流，就是潮流、潮流、趋势。,她想迎合潮流。,也就是说，她想参加运动。,She wants to be in the movement.,6,22,1,37,,,,,,,,,tā xiǎng yínghé cháoliú,2,,
4272,助理,助理,assistant,6,,TRUE,TRUE,zhù lǐ,助理，就是 assistant。,助理工程师。,就是 assistant engineer。,assistant engineer,6,22,1,38,,,,,,,,,zhùlǐ gōngchéngshī,2,,
4273,錦上添花,锦上添花,"lit. on brocade, add flowers (idiom); to decorate sth already perfect",6,,FALSE,FALSE,jǐn shàng tiān huā,锦上添花，就是点燃。锦上添花。,几天后，球队捧起了意大利杯，锦上添花。,也就是说，几天后，球队赢得了意大利杯，为蛋糕锦上添花。,"A few days later, the team won the Italian Cup, adding to the icing on the cake.",6,22,1,39,,,,,,,,,jǐtiān hòu qiúduì pěng qǐ le Yìdàlì bēi jǐnshàngtiānhuā,4,,
4274,保障,保障,"to ensure, to guarantee, to safeguard",6,,FALSE,FALSE,bǎo zhàng,保障，就是确保、保证、保障。,该命令将保障未成年人的福利。,也就是说，这项命令是为了婴儿的福利。,The order will be for the welfare of the infant.,6,22,1,40,,,,,,,,,gāi mìnglìng jiāng bǎozhàng wèichéngniánrén de fúlì,2,,
4275,丁,丁,surname Ding,6,,FALSE,FALSE,dīng,丁，就是丁姓。,丁玲 (1904-1986) 湖南临澧人。,也就是说，丁玲（1904-1986）湖南临利人。,"Ding Ling (1904 -1986) was a native of Linli, Hunan.",6,22,1,41,,,,,,,,,Dīng Líng (1904-1986) Húnán Línlǐ rén,1,,
4276,柴油,柴油,diesel fuel,6,,FALSE,FALSE,chái yóu,柴油，就是柴油机燃料。,拖拉机用柴油开动。,也就是说，拖拉机靠柴油运转。,the tractor operates on diesel oil.,6,22,1,42,,,,,,,,,tuōlājī yòng cháiyóu kāidòng,2,,
4277,遏制,遏制,"to check, to contain, to hold back, to keep within limits",6,,FALSE,FALSE,è zhì,遏制，就是检查、控制、阻止、限制。,他遏制住怒火。,也就是说，他抑制住自己的愤怒。,He held his anger in check.,6,22,1,43,,,,,,,,,tā èzhì zhù nùhuǒ,2,,
4278,比重,比重,"proportion, specific gravity",6,,FALSE,FALSE,bǐ zhòng,比重，就是 proportion。,提高高新技术产品的比重。,也就是“提高高新技术产品比重”。,increasing the proportion of high-tech products,6,22,1,44,,,,,,,,,tígāo gāo xīnjìshù chǎnpǐn de bǐzhòng,2,,
4279,昂貴,昂贵,"expensive, costly",6,,FALSE,FALSE,áng guì,昂贵，就是 expensive。,该药昂贵而影响广泛应用。,也就是说，高昂的费用阻碍了这种药物的广泛使用。,The high cost prohibits the widespread use of the drug.,6,22,1,45,,,,,,,,,gāi yào ángguì ér yǐngxiǎng guǎngfàn yìngyòng,2,,
4280,阻礙,阻碍,"to obstruct, to hinder, to block, obstruction, hindrance",6,,FALSE,FALSE,zǔ ài,阻碍，就是 to obstruct。,冰块阻碍了航道。,也就是说，冰峡堵塞了航道。,An ice gorge has blocked the shipping lane.,6,22,1,46,,,,,,,,,bīngkuài zǔ'ài le hángdào,2,,
4281,排除,排除,"to eliminate, to remove, to exclude, to rule out",6,,FALSE,FALSE,pái chú,排除，就是消除，排除。,排除每个障碍,也就是“清除所有障碍物”。,clean away every obstacle,6,22,1,47,,,,,,,,,páichú měi gè zhàng'ài,2,,
4282,確保,确保,"to ensure, to guarantee",6,,FALSE,FALSE,què bǎo,确保，就是确保证。,我订了合同，现在就得确保它兑现。,也就是说，我有我的合同，现在我打算去执行。,"I have my contract, and now I intend to see that it is carried out.",6,22,1,48,,,,,,,,,wǒ dìng le hétong xiànzài jiù dé quèbǎo tā duìxiàn,2,,
4283,排放,排放,"emission, discharge, exhaust (gas etc)",6,,FALSE,FALSE,pái fàng,排放，就是排放、排放、废气。,工厂向大气中排放黑烟现在是违法的。,也就是说，现在工厂向空气中排放黑烟是违法的。,It is now unlawful for factories to emit black smoke into the air.,6,22,1,49,,,,,,,,,gōngchǎng xiàng dàqì zhōng páifàng hēi yān xiànzài shì wéifǎ de,2,,
4284,代價,代价,"price, cost, consideration (in share dealing)",6,,FALSE,FALSE,dài jià,代价，就是价格、成本、对价。,我们不得不付出高昂的代价！,意思是说，这是我们必须为之付出代价的特权！,It's a privilege we have to pay for!,6,22,1,50,,,,,,,,,wǒmen bùdébù fùchū gāo'áng de dàijià,2,,
4285,伴侶,伴侣,"companion, mate, partner",6,,FALSE,FALSE,bàn lǚ,伴侣，就是伙伴。,她是我未来的伴侣和内助。,也就是说，她是我未来的伴侣。,She is my future stay and helpmate.,6,22,1,51,,,,,,,,,tā shì wǒ wèilái de bànlǚ hé nèi zhù,2,,
4286,支柱,支柱,"mainstay, pillar, prop, backbone",6,,FALSE,FALSE,zhī zhù,支柱，就是支柱、支柱、支柱、支柱。,帐篷的支柱很坚固。,也就是说，帐篷的支撑是刚性的。,The support for the tent is rigid.,6,22,1,52,,,,,,,,,zhàngpeng de zhīzhù hěn jiāngù,2,,
4287,機智,机智,witty,6,,FALSE,FALSE,jī zhì,机智，就是机智的。,他风度翩翩，并具有外交家的机智。,也就是说，他有出席并有外交手腕。,He had presence and had diplomatic tact.,6,22,扩展,,,,,,,,,,tā fēngdù piānpiān bìng jùyǒu wàijiāo jiāde jīzhì,2,,
4288,歧視,歧视,discrimination,6,,FALSE,FALSE,qí shì,歧视，就是辨别。,法律决不歧视穷人而偏袒富人。,也就是说，法律不歧视穷人，也不偏袒富人。,The law does not discriminate against the poor and favour the rich.,6,22,扩展,,,,,,,,,,fǎlǜ juébù qíshì qióngrén ér piāntǎn fùrén,2,,
